推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,5日最高涨幅%,5日最低涨幅%,5日结果,首个+3%日,5日最佳收盘T+N,启动评分,MACD收口评分,MACD阶段,MACD窗口阶段,MACD开口收缩%,MACD收口3日%,MACD收口5日%,MACD收口效率,MACD标准化开口,MACD缠结,严格匹配度,最新价,所属行业,主题标签,流通市值(亿),参考总市值(亿),市值状态,市值数据源,筹码结构,收盘交易状态,激进买点,保守买点,激进止损,保守止损,激进止盈,保守止盈,关注理由,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2025-10-16,1,70.5,600651,飞乐音响,9.19,-6.09,-4.03,-0.44,-1.63,-5.88,3.16,-7.51,完整5日,,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,33.79,41.75,43.99,,0.0756,否,90.0,9.19,暂无同日行业数据,未分类,,,未取得市值,,67/100｜筹码结构较好,已经偏热，优先等回踩，不适合为了信号强行追价,8.68~8.87（承接/回踩）,10.23~10.36（突破确认）,8.14,9.75,10.20 / 10.21,11.00 / 11.51,当前收盘9.19，短中期均线呈多头排列，20日线高于60日线约22.1%，属于趋势保持较好的抬升结构。近20日上涨约35.3%，短线约10.5%，已经偏热，继续追价的性价比下降。近期5/20成交量比约0.89，量能处于收缩状态，但当前量比约1.24，启动力度还需要继续观察。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约33.8%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.09,移动止盈退出,2,8.82,-0.19,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.29,-6.49,2025-10-20达到第一止盈：卖出50%；2025-10-20从峰值回撤约2.2%后退出,-5.88
2025-10-17,1,50.4,000796,凯撒旅业,6.24,7.05,4.33,-0.16,-0.8,-2.4,9.94,-2.88,完整5日,T+1,T+1,95.0,100.0,死叉强收口｜启动临界窗口,3,27.42,54.15,55.29,,0.1647,否,74.0,6.24,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,6.23~6.23（承接/回踩）,7.39~7.46（突破确认）,6.07,7.12,7.37 / 7.37,7.82 / 8.11,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.67，前期有明显缩量，而当前量比约1.62，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约27.4%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.36,移动止盈退出,2,6.51,2.48,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,7.86,-0.94,2025-10-20盘中达到第一止盈，但T+1不可卖；2025-10-21达到第一止盈：卖出50%；2025-10-21从峰值回撤约2.8%后退出,-2.4
2025-10-21,1,56.6,600156,华升股份,8.7,0.46,0.46,-0.11,-0.23,0.69,1.84,-1.84,完整5日,,T+5,98.0,100.0,死叉强收口｜启动临界窗口,3,39.94,31.96,44.77,,0.119,否,65.0,8.7,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,8.51~8.53（承接/回踩）,9.35~9.42（突破确认）,8.34,9.07,9.32 / 9.35,9.79 / 10.09,当前仍站在20日线之上，20日线相对60日线高约5.7%，但短线均线结构还不算特别强。近20日上涨约-1.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.76，前期有明显缩量，而当前量比约1.39，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约39.9%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.7,T+5收盘退出,5,8.76,0.49,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.84,-1.84,5日内未触发关键退出信号,0.69
2025-10-24,1,62.5,002256,兆新股份,3.16,-5.06,-6.33,-6.01,-6.96,-6.33,-1.27,-7.91,完整5日,,T+1,95.0,100.0,死叉强收口｜启动临界窗口,3,41.58,54.72,58.52,,0.1125,否,68.0,3.16,暂无同日行业数据,未分类,,,未取得市值,,59/100｜筹码结构中性,已经偏热，优先等回踩，不适合为了信号强行追价,3.04~3.07（承接/回踩）,3.34~3.37（突破确认）,2.97,3.23,3.33 / 3.37,3.51 / 3.62,当前仍站在20日线之上，20日线相对60日线高约9.4%，但短线均线结构还不算特别强。近20日上涨约-4.0%，短线约8.2%，已经偏热，继续追价的性价比下降。近期5/20成交量比约0.76，量能处于收缩状态，但当前量比约2.11，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约41.6%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.09,T+5收盘退出,5,2.96,-4.41,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.97,-5.83,2025-10-28触发软止损预警；2025-10-29触发软止损预警；2025-10-30触发软止损预警；2025-10-31触发软止损预警,-6.33
2025-10-24,2,53.0,002565,顺灏股份,7.1,-3.8,-5.77,-3.8,-5.92,-4.23,-2.11,-7.75,完整5日,,T+1,73.0,100.0,死叉强收口｜启动临界窗口,3,47.95,60.34,54.08,,0.0557,否,54.0,7.1,暂无同日行业数据,未分类,,,未取得市值,,45/100｜筹码结构偏拥挤,结构偏弱，不建议因为低价或历史涨停次数单独介入,7.08~7.08（承接/回踩）,7.76~7.83（突破确认）,6.92,7.51,7.74 / 7.84,8.17 / 8.44,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.9%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.13，因此“底部缩量”的特征并不突出。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约47.9%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.9,T+5收盘退出,5,6.8,-1.65,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.72,-5.07,2025-10-28触发软止损预警；2025-10-29触发软止损预警；2025-10-30触发软止损预警；2025-10-31触发软止损预警,-4.23
2025-10-24,3,46.5,600319,亚星化学,8.14,1.23,1.35,1.35,1.47,4.55,6.39,-0.74,完整5日,T+5,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,21.98,42.55,32.81,,0.0856,否,70.0,8.14,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,8.05~8.12（承接/回踩）,8.78~8.84（突破确认）,7.83,8.53,8.75 / 8.83,9.17 / 9.44,当前仍站在20日线之上，20日线相对60日线高约4.3%，但短线均线结构还不算特别强。近20日上涨约3.3%，近5日约2.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.78，前期有明显缩量，而当前量比约1.00，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约22.0%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.09,强势止盈/清仓,5,8.58,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,7.05,-0.12,2025-10-27盘中达到第一止盈，但T+1不可卖；2025-10-29达到第一止盈：卖出50%；达到第二止盈,4.55
2025-10-28,1,68.8,600468,百利电气,7.04,-0.71,-1.56,-2.7,0.71,1.42,2.84,-3.98,完整5日,,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,24.01,48.52,48.26,,0.0719,否,90.0,7.04,暂无同日行业数据,未分类,,,未取得市值,,59/100｜筹码结构中性,中期趋势仍在，但短线位置一般，更适合等待回踩确认,6.86~6.93（承接/回踩）,8.21~8.30（突破确认）,6.66,7.88,8.19 / 8.19,8.74 / 9.10,当前仍站在20日线之上，20日线相对60日线高约4.8%，但短线均线结构还不算特别强。近20日上涨约10.0%，近5日约4.8%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.69，前期有明显缩量，而当前量比约1.09，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约24.0%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.97,首止盈后T+5退出,5,7.14,2.52,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.87,-3.01,2025-10-30触发软止损预警；2025-11-04达到第一止盈：卖出50%,1.42
2025-10-31,1,63.0,002210,飞马国际,4.2,5.95,10.24,4.76,0.95,-0.71,13.57,-0.71,完整5日,T+1,T+2,100.0,100.0,死叉强收口｜启动临界窗口,3,48.66,65.41,56.35,,0.069,否,74.0,4.2,暂无同日行业数据,未分类,,,未取得市值,,68/100｜筹码结构较好,已经偏热，优先等回踩，不适合为了信号强行追价,3.96~4.01（承接/回踩）,4.50~4.55（突破确认）,3.81,4.32,4.49 / 4.55,4.80 / 5.00,当前仍站在20日线之上，20日线相对60日线高约10.4%，但短线均线结构还不算特别强。近20日上涨约-4.8%，短线约11.7%，已经偏热，继续追价的性价比下降。近期5/20成交量比约0.81，量能处于收缩状态，但当前量比约1.54，启动力度还需要继续观察。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约48.7%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.29,强势止盈/清仓,2,4.71,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,11.19,-1.4,2025-11-03盘中达到第一止盈，但T+1不可卖；2025-11-04达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,-0.71
2025-11-03,1,68.3,601908,京运通,4.19,-1.91,0.24,0.24,2.63,7.16,9.31,-3.34,完整5日,T+5,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,48.62,61.65,72.19,,0.0783,否,88.0,4.19,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,4.13~4.13（承接/回踩）,4.59~4.62（突破确认）,4.06,4.49,4.58 / 4.58,4.77 / 4.88,当前仍站在20日线之上，20日线相对60日线高约2.4%，但短线均线结构还不算特别强。近20日上涨约1.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.70，前期有明显缩量，而当前量比约1.21，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约48.6%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.18,强势止盈/清仓,5,4.43,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,9.57,-3.11,2025-11-05触发软止损预警；2025-11-07达到第一止盈：卖出50%；达到第二止盈,7.16
2025-11-03,2,60.2,002256,兆新股份,3.09,4.21,4.85,5.5,9.71,20.71,20.71,0.32,完整5日,T+1,T+5,92.0,97.0,死叉强收口｜启动临界窗口,3,45.36,45.61,32.93,,0.1017,否,68.0,3.09,暂无同日行业数据,未分类,,,未取得市值,,57/100｜筹码结构中性,价格仍在20日线上方，但结构优势有限，等待进一步确认,3.01~3.03（承接/回踩）,3.28~3.30（突破确认）,2.96,3.19,3.27 / 3.29,3.43 / 3.52,当前仍站在20日线之上，20日线相对60日线高约5.8%，但短线均线结构还不算特别强。近20日上涨约-0.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.73，前期有明显缩量，而当前量比约1.68，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约45.4%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.11,强势止盈/清仓,3,3.3,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,6.75,-0.32,2025-11-04盘中达到第一止盈，但T+1不可卖；2025-11-05达到第一止盈：卖出50%；达到第二止盈,20.71
2025-11-04,1,68.0,603363,傲农生物,5.21,1.54,0.19,6.33,7.49,11.32,13.44,-1.34,完整5日,T+3,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,36.53,53.77,71.5,,0.054,否,91.0,5.21,暂无同日行业数据,未分类,,,未取得市值,,61/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,5.07~5.18（承接/回踩）,5.78~5.83（突破确认）,4.96,5.59,5.76 / 5.76,6.07 / 6.26,当前仍站在20日线之上，20日线相对60日线高约8.2%，但短线均线结构还不算特别强。近20日上涨约7.0%，近5日约3.0%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.90，量能处于收缩状态，但当前量比约1.49，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约36.5%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.16,移动止盈退出,2,5.22,1.88,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,5.81,-0.39,2025-11-05盘中达到第一止盈，但T+1不可卖；2025-11-06达到第一止盈：卖出50%；2025-11-06从峰值回撤约2.8%后退出,11.32
2025-11-05,1,79.6,603839,安正时尚,9.05,0.77,-1.1,0.88,1.99,1.44,2.98,-2.1,完整5日,,T+4,100.0,86.0,死叉强收口｜启动临界窗口,3,22.2,43.27,2.53,,0.1453,否,81.0,9.05,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,9.03~9.03（承接/回踩）,10.24~10.32（突破确认）,8.86,9.96,10.21 / 10.21,10.70 / 11.00,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约6.6%，近5日约1.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.49，前期有明显缩量，而当前量比约1.05，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有15次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约22.2%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.03,首止盈后T+5退出,5,9.18,2.13,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.21,-1.88,2025-11-12达到第一止盈：卖出50%,1.44
2025-11-06,1,64.0,600396,华电辽能,3.25,0.0,2.46,1.54,0.31,0.62,2.77,-0.62,完整5日,,T+2,100.0,77.0,死叉强收口｜启动临界窗口,3,50.83,67.06,12.75,,0.0381,否,80.0,3.25,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.23~3.24（承接/回踩）,3.41~3.43（突破确认）,3.20,3.35,3.40 / 3.42,3.51 / 3.57,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约2.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.75，前期有明显缩量，而当前量比约1.38，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约50.8%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.25,T+5收盘退出,5,3.27,0.42,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.77,-0.62,5日内未触发关键退出信号,0.62
2025-11-10,1,73.6,002029,七匹狼,9.59,-1.25,6.05,14.08,7.61,10.84,16.68,-3.75,完整5日,T+2,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,49.92,60.72,73.43,,0.0526,否,88.0,9.59,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,9.12~9.22（承接/回踩）,10.16~10.26（突破确认）,8.66,9.78,10.13 / 10.31,10.77 / 11.17,当前仍站在20日线之上，20日线相对60日线高约13.1%，但短线均线结构还不算特别强。近20日上涨约2.2%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.87，量能处于收缩状态，但当前量比约1.40，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约49.9%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.46,强势止盈/清仓,2,10.39,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,10.15,-2.43,2025-11-12达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,10.84
2025-11-12,1,74.7,600162,香江控股,2.2,0.91,3.64,8.64,1.36,-2.73,10.91,-3.64,完整5日,T+2,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,36.96,59.55,65.96,,0.1091,否,86.0,2.2,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,2.17~2.17（承接/回踩）,2.45~2.46（突破确认）,2.14,2.40,2.44 / 2.44,2.53 / 2.58,当前仍站在20日线之上，20日线相对60日线高约7.0%，但短线均线结构还不算特别强。近20日上涨约-3.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.07，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约37.0%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,2.2,强势止盈/清仓,2,2.33,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.36,-1.82,2025-11-14达到第一止盈：卖出50%；达到第二止盈,-2.73
2025-11-12,2,40.2,002269,美邦服饰,2.26,0.44,4.42,5.75,3.98,1.77,10.62,-1.33,完整5日,T+2,T+3,82.0,100.0,死叉强收口｜启动临界窗口,3,45.78,69.51,58.96,,0.0409,否,53.0,2.26,暂无同日行业数据,未分类,,,未取得市值,,56/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,2.26~2.26（承接/回踩）,2.65~2.67（突破确认）,2.21,2.56,2.64 / 2.64,2.79 / 2.88,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.0%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约0.93，因此“底部缩量”的特征并不突出。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约45.8%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,2.24,移动止盈退出,2,2.36,3.98,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,11.61,-0.45,2025-11-13盘中达到第一止盈，但T+1不可卖；2025-11-14达到第一止盈：卖出50%；2025-11-14从峰值回撤约3.5%后退出,1.77
2025-11-13,1,97.1,002629,仁智股份,9.08,7.27,6.83,6.17,3.63,-0.33,10.02,-1.43,完整5日,T+1,T+1,100.0,82.0,死叉强收口｜启动临界窗口,3,36.72,35.84,-5.92,,0.1161,否,100.0,9.08,暂无同日行业数据,未分类,,,未取得市值,,69/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,8.54~8.63（承接/回踩）,10.36~10.48（突破确认）,8.32,9.93,10.33 / 10.33,11.06 / 11.52,当前仍站在20日线之上，20日线相对60日线高约12.0%，但短线均线结构还不算特别强。近20日上涨约12.1%，近5日约4.6%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.60，前期有明显缩量，而当前量比约1.68，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约5.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约36.7%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.1,强势止盈/清仓,2,9.65,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,9.78,0.0,2025-11-14盘中达到第一止盈，但T+1不可卖；2025-11-17达到第一止盈：卖出50%；达到第二止盈,-0.33
2025-11-13,2,66.4,601212,白银有色,5.5,-2.73,-5.82,-11.09,-8.91,-10.36,-0.55,-11.82,完整5日,,T+1,98.0,100.0,死叉强收口｜启动临界窗口,3,36.13,57.05,65.86,,0.1673,否,70.0,5.5,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,已经偏热，优先等回踩，不适合为了信号强行追价,5.28~5.31（承接/回踩）,6.55~6.59（突破确认）,5.18,6.38,6.53 / 6.53,6.82 / 7.00,当前仍站在20日线之上，20日线相对60日线高约20.2%，但短线均线结构还不算特别强。近20日上涨约-7.4%，短线约8.7%，已经偏热，继续追价的性价比下降。近期5/20成交量比约0.83，量能处于收缩状态，但当前量比约1.86，启动力度还需要继续观察。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约36.1%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.34,结构止损退出,3,4.89,-8.63,3.0,6.0,-3.0,-6.0,50.0,,T+3,2.43,-9.18,2025-11-17触发软止损预警；2025-11-18触发软止损预警；2025-11-18收盘确认结构破坏,-10.36
2025-11-14,1,83.8,000626,远大控股,8.72,-2.06,-3.33,-6.08,-7.22,-11.35,1.61,-11.47,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,46.9,63.31,72.06,,0.1523,否,86.0,8.72,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,8.53~8.53（承接/回踩）,11.54~11.59（突破确认）,8.44,11.39,11.51 / 11.51,11.80 / 11.97,当前仍站在20日线之上，20日线相对60日线高约14.2%，但短线均线结构还不算特别强。近20日上涨约-10.7%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.65，量能处于收缩状态，但当前量比约1.90，启动力度还需要继续观察。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约46.9%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.72,结构止损退出,3,8.19,-6.28,3.0,6.0,-3.0,-6.0,50.0,,T+3,1.61,-6.77,2025-11-18触发软止损预警；2025-11-19触发软止损预警；2025-11-19收盘确认结构破坏,-11.35
2025-11-14,2,66.2,002678,珠江钢琴,5.18,0.97,0.58,-2.32,-1.54,-3.67,1.74,-4.25,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,23.39,48.16,57.56,,0.1995,否,70.0,5.18,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,5.25~5.25（承接/回踩）,7.01~7.04（突破确认）,5.18,6.89,6.99 / 6.99,7.21 / 7.35,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.53，前期有明显缩量，而当前量比约1.24，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约23.4%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.2,T+5收盘退出,5,4.99,-4.24,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.35,-4.62,2025-11-19触发软止损预警；2025-11-20触发软止损预警；2025-11-21触发软止损预警,-3.67
2025-11-17,1,78.6,000070,特发信息,9.67,-2.07,-4.86,-1.76,8.07,18.92,18.92,-5.17,完整5日,T+4,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,63.38,72.22,55.54,,0.0514,否,71.0,9.67,暂无同日行业数据,未分类,,,未取得市值,,60/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,9.70~9.70（承接/回踩）,11.32~11.37（突破确认）,9.59,11.14,11.29 / 11.29,11.62 / 11.81,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约4.0%，近5日约1.3%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.55，量能处于收缩状态，但当前量比约2.17，启动力度还需要继续观察。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约63.4%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.58,强势止盈/清仓,4,10.15,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,9.08,-4.28,2025-11-19触发软止损预警；2025-11-20触发软止损预警；2025-11-21达到第一止盈：卖出50%；达到第二止盈,18.92
2025-11-25,1,68.0,002297,博云新材,9.16,-2.95,-1.86,0.22,6.33,6.44,10.26,-3.71,完整5日,T+4,T+5,100.0,82.0,死叉明显收口｜核心窗口,2,37.68,22.63,-14.61,,0.1239,否,70.0,9.16,暂无同日行业数据,未分类,,,未取得市值,,69/100｜筹码结构较好,接近阶段平台高点，重点观察放量突破是否成立,9.02~9.05（承接/回踩）,9.37~9.42（突破确认）,8.91,9.19,9.36 / 9.58,9.66 / 9.85,当前仍站在20日线之上，20日线相对60日线高约3.1%，但短线均线结构还不算特别强。近20日上涨约0.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.80，前期有明显缩量，而当前量比约1.18，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约37.7%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.16,移动止盈退出,4,9.74,4.47,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,10.26,-3.71,2025-11-27触发软止损预警；2025-12-01达到第一止盈：卖出50%；2025-12-01从峰值回撤约3.5%后退出,6.44
